,c1,c2,c3,c4,c5,c6,c7,c8,c9,m,p,b
1576,-1,1,-1,0,-1,1,1,0,0,8,X,OXO-OXX--
1577,-1,1,-1,0,1,0,0,-1,1,3,X,OXO-X--OX
1578,-1,1,-1,0,1,0,-1,0,1,7,X,OXO-X-O-X
1579,-1,1,-1,0,1,0,1,0,-1,7,X,OXO-X-X-O
1580,-1,1,-1,0,1,0,1,-1,0,3,X,OXO-X-XO-
1581,-1,1,-1,0,1,-1,0,0,1,7,X,OXO-XO--X
1582,-1,1,-1,0,1,-1,1,0,0,7,X,OXO-XOX--
1583,-1,1,-1,0,1,1,0,0,-1,3,X,OXO-XX--O
1584,-1,1,-1,0,1,1,0,-1,0,3,X,OXO-XX-O-
1585,-1,1,-1,0,1,1,-1,0,0,3,X,OXO-XXO--
1586,-1,1,-1,-1,0,0,0,1,1,4,X,OXOO---XX
1587,-1,1,-1,-1,0,0,1,0,1,7,X,OXOO--X-X
1588,-1,1,-1,-1,0,0,1,1,0,4,X,OXOO--XX-
1589,-1,1,-1,-1,0,1,0,0,1,6,X,OXOO-X--X
1590,-1,1,-1,-1,0,1,0,1,0,4,X,OXOO-X-X-
1591,-1,1,-1,-1,0,1,1,0,0,7,X,OXOO-XX--
1592,-1,1,-1,-1,1,0,0,0,1,7,X,OXOOX---X
1593,-1,1,-1,-1,1,0,1,0,0,7,X,OXOOX-X--
1594,-1,1,-1,-1,1,1,0,0,0,7,X,OXOOXX---
1595,-1,1,-1,1,0,0,0,-1,1,4,X,OXOX---OX
1596,-1,1,-1,1,0,0,0,1,-1,4,X,OXOX---XO
1597,-1,1,-1,1,0,0,-1,0,1,4,X,OXOX--O-X
1598,-1,1,-1,1,0,0,-1,1,0,4,X,OXOX--OX-
1599,-1,1,-1,1,0,0,1,0,-1,4,X,OXOX--X-O
1600,-1,1,-1,1,0,0,1,-1,0,4,X,OXOX--XO-
1601,-1,1,-1,1,0,-1,0,0,1,7,X,OXOX-O--X
1602,-1,1,-1,1,0,-1,0,1,0,4,X,OXOX-O-X-
1603,-1,1,-1,1,0,-1,1,0,0,8,X,OXOX-OX--
1604,-1,1,-1,1,0,1,0,0,-1,4,X,OXOX-X--O
1605,-1,1,-1,1,0,1,0,-1,0,4,X,OXOX-X-O-
1606,-1,1,-1,1,0,1,-1,0,0,4,X,OXOX-XO--
1607,-1,1,-1,1,-1,0,0,0,1,6,X,OXOXO---X
1608,-1,1,-1,1,-1,0,0,1,0,5,X,OXOXO--X-
1609,-1,1,-1,1,-1,0,1,0,0,8,X,OXOXO-X--
1610,-1,1,-1,1,-1,1,0,0,0,6,X,OXOXOX---
1611,-1,1,-1,1,1,0,0,0,-1,5,X,OXOXX---O
1612,-1,1,-1,1,1,0,0,-1,0,5,X,OXOXX--O-
1613,-1,1,-1,1,1,0,-1,0,0,5,X,OXOXX-O--
1614,-1,1,-1,1,1,-1,0,0,0,7,X,OXOXXO---
1615,-1,1,1,0,0,0,-1,-1,1,5,X,OXX---OOX
1616,-1,1,1,0,0,0,-1,1,-1,4,X,OXX---OXO
1617,-1,1,1,0,0,0,1,-1,-1,4,X,OXX---XOO
1618,-1,1,1,0,0,-1,0,-1,1,3,X,OXX--O-OX
1619,-1,1,1,0,0,-1,0,1,-1,4,X,OXX--O-XO
1620,-1,1,1,0,0,-1,-1,0,1,3,X,OXX--OO-X
1621,-1,1,1,0,0,-1,-1,1,0,4,X,OXX--OOX-
1622,-1,1,1,0,0,-1,1,0,-1,4,X,OXX--OX-O
1623,-1,1,1,0,0,-1,1,-1,0,4,X,OXX--OXO-
1624,-1,1,1,0,0,1,0,-1,-1,3,X,OXX--X-OO
1625,-1,1,1,0,0,1,-1,0,-1,3,X,OXX--XO-O
1626,-1,1,1,0,0,1,-1,-1,0,8,X,OXX--XOO-
1627,-1,1,1,0,-1,0,0,-1,1,5,X,OXX-O--OX
1628,-1,1,1,0,-1,0,-1,0,1,5,X,OXX-O-O-X
1629,-1,1,1,0,-1,0,-1,1,0,3,X,OXX-O-OX-
1630,-1,1,1,0,-1,0,1,-1,0,8,X,OXX-O-XO-
1631,-1,1,1,0,-1,-1,0,0,1,3,X,OXX-OO--X
1632,-1,1,1,0,-1,-1,0,1,0,3,X,OXX-OO-X-
1633,-1,1,1,0,-1,-1,1,0,0,3,X,OXX-OOX--
1634,-1,1,1,0,-1,1,0,-1,0,8,X,OXX-OX-O-
1635,-1,1,1,0,-1,1,-1,0,0,8,X,OXX-OXO--
1636,-1,1,1,0,1,0,0,-1,-1,6,X,OXX-X--OO
1637,-1,1,1,0,1,0,-1,0,-1,7,X,OXX-X-O-O
1638,-1,1,1,0,1,0,-1,-1,0,3,X,OXX-X-OO-
1639,-1,1,1,0,1,-1,0,0,-1,6,X,OXX-XO--O
1640,-1,1,1,0,1,-1,0,-1,0,6,X,OXX-XO-O-
1641,-1,1,1,0,1,-1,-1,0,0,7,X,OXX-XOO--
1642,-1,1,1,-1,0,0,0,-1,1,5,X,OXXO---OX
1643,-1,1,1,-1,0,0,0,1,-1,4,X,OXXO---XO
1644,-1,1,1,-1,0,0,1,0,-1,4,X,OXXO--X-O
1645,-1,1,1,-1,0,0,1,-1,0,4,X,OXXO--XO-
1646,-1,1,1,-1,0,-1,0,0,1,4,X,OXXO-O--X
1647,-1,1,1,-1,0,-1,0,1,0,4,X,OXXO-O-X-
1648,-1,1,1,-1,0,-1,1,0,0,4,X,OXXO-OX--
1649,-1,1,1,-1,0,1,0,0,-1,4,X,OXXO-X--O
1650,-1,1,1,-1,0,1,0,-1,0,8,X,OXXO-X-O-
1651,-1,1,1,-1,-1,0,0,0,1,5,X,OXXOO---X
1652,-1,1,1,-1,-1,0,0,1,0,5,X,OXXOO--X-
1653,-1,1,1,-1,-1,0,1,0,0,5,X,OXXOO-X--
1654,-1,1,1,-1,-1,1,0,0,0,8,X,OXXOOX---
1655,-1,1,1,-1,1,0,0,0,-1,6,X,OXXOX---O
1656,-1,1,1,-1,1,0,0,-1,0,6,X,OXXOX--O-
1657,-1,1,1,-1,1,-1,0,0,0,6,X,OXXOXO---
1658,-1,1,1,1,0,0,0,-1,-1,4,X,OXXX---OO
1659,-1,1,1,1,0,0,-1,0,-1,4,X,OXXX--O-O
1660,-1,1,1,1,0,0,-1,-1,0,8,X,OXXX--OO-
1661,-1,1,1,1,0,-1,0,0,-1,4,X,OXXX-O--O
1662,-1,1,1,1,0,-1,0,-1,0,4,X,OXXX-O-O-
1663,-1,1,1,1,0,-1,-1,0,0,4,X,OXXX-OO--
1664,-1,1,1,1,-1,0,0,-1,0,8,X,OXXXO--O-
1665,-1,1,1,1,-1,0,-1,0,0,8,X,OXXXO-O--
1666,-1,1,1,1,-1,-1,0,0,0,8,X,OXXXOO---
1667,1,0,0,0,-1,-1,-1,1,1,1,X,X---OOOXX
1668,1,0,0,0,-1,-1,1,-1,1,3,X,X---OOXOX
1669,1,0,0,0,-1,-1,1,1,-1,3,X,X---OOXXO
1670,1,0,0,0,-1,1,-1,-1,1,2,X,X---OXOOX
1671,1,0,0,0,-1,1,-1,1,-1,2,X,X---OXOXO
1672,1,0,0,0,-1,1,1,-1,-1,3,X,X---OXXOO
1673,1,0,0,0,1,-1,-1,-1,1,1,X,X---XOOOX
1674,1,0,0,0,1,-1,-1,1,-1,1,X,X---XOOXO
1675,1,0,0,0,1,-1,1,-1,-1,2,X,X---XOXOO
1676,1,0,0,-1,0,-1,-1,1,1,4,X,X--O-OOXX
1677,1,0,0,-1,0,-1,1,-1,1,4,X,X--O-OXOX
1678,1,0,0,-1,0,-1,1,1,-1,1,X,X--O-OXXO
1679,1,0,0,-1,0,1,-1,-1,1,2,X,X--O-XOOX
1680,1,0,0,-1,0,1,-1,1,-1,1,X,X--O-XOXO
1681,1,0,0,-1,0,1,1,-1,-1,2,X,X--O-XXOO
1682,1,0,0,-1,-1,0,-1,1,1,1,X,X--OO-OXX
1683,1,0,0,-1,-1,0,1,-1,1,1,X,X--OO-XOX
1684,1,0,0,-1,-1,0,1,1,-1,5,X,X--OO-XXO
1685,1,0,0,-1,-1,1,0,-1,1,2,X,X--OOX-OX
1686,1,0,0,-1,-1,1,0,1,-1,1,X,X--OOX-XO
1687,1,0,0,-1,-1,1,-1,0,1,2,X,X--OOXO-X
1688,1,0,0,-1,-1,1,-1,1,0,2,X,X--OOXOX-
1689,1,0,0,-1,-1,1,1,0,-1,1,X,X--OOXX-O
1690,1,0,0,-1,-1,1,1,-1,0,1,X,X--OOXXO-
1691,1,0,0,-1,1,0,-1,-1,1,1,X,X--OX-OOX
1692,1,0,0,-1,1,0,-1,1,-1,1,X,X--OX-OXO
1693,1,0,0,-1,1,0,1,-1,-1,2,X,X--OX-XOO
1694,1,0,0,-1,1,-1,0,-1,1,1,X,X--OXO-OX
1695,1,0,0,-1,1,-1,0,1,-1,1,X,X--OXO-XO
1696,1,0,0,-1,1,-1,-1,0,1,1,X,X--OXOO-X
1697,1,0,0,-1,1,-1,-1,1,0,1,X,X--OXOOX-
1698,1,0,0,-1,1,-1,1,0,-1,2,X,X--OXOX-O
1699,1,0,0,-1,1,-1,1,-1,0,2,X,X--OXOXO-
1700,1,0,0,-1,1,1,0,-1,-1,6,X,X--OXX-OO
1701,1,0,0,-1,1,1,-1,0,-1,7,X,X--OXXO-O
1702,1,0,0,-1,1,1,-1,-1,0,8,X,X--OXXOO-
1703,1,0,0,1,0,-1,-1,-1,1,4,X,X--X-OOOX
1704,1,0,0,1,0,-1,-1,1,-1,2,X,X--X-OOXO
1705,1,0,0,1,-1,0,-1,-1,1,1,X,X--XO-OOX
1706,1,0,0,1,-1,0,-1,1,-1,2,X,X--XO-OXO
1707,1,0,0,1,-1,-1,0,-1,1,6,X,X--XOO-OX
1708,1,0,0,1,-1,-1,0,1,-1,6,X,X--XOO-XO
1709,1,0,0,1,-1,-1,-1,0,1,2,X,X--XOOO-X
1710,1,0,0,1,-1,-1,-1,1,0,2,X,X--XOOOX-
1711,1,0,0,1,-1,1,0,-1,-1,6,X,X--XOX-OO
1712,1,0,0,1,-1,1,-1,0,-1,1,X,X--XOXO-O
1713,1,0,0,1,-1,1,-1,-1,0,1,X,X--XOXOO-
1714,1,0,0,1,1,-1,0,-1,-1,6,X,X--XXO-OO
1715,1,0,0,1,1,-1,-1,0,-1,1,X,X--XXOO-O
1716,1,0,0,1,1,-1,-1,-1,0,8,X,X--XXOOO-
1717,1,0,-1,0,0,-1,-1,1,1,4,X,X-O--OOXX
1718,1,0,-1,0,0,-1,1,-1,1,3,X,X-O--OXOX
1719,1,0,-1,0,0,1,-1,-1,1,4,X,X-O--XOOX
1720,1,0,-1,0,0,1,-1,1,-1,4,X,X-O--XOXO
1721,1,0,-1,0,0,1,1,-1,-1,3,X,X-O--XXOO
1722,1,0,-1,0,-1,0,1,-1,1,3,X,X-O-O-XOX
1723,1,0,-1,0,-1,0,1,1,-1,3,X,X-O-O-XXO
1724,1,0,-1,0,-1,-1,0,1,1,6,X,X-O-OO-XX
1725,1,0,-1,0,-1,-1,1,0,1,3,X,X-O-OOX-X
1726,1,0,-1,0,-1,-1,1,1,0,3,X,X-O-OOXX-
1727,1,0,-1,0,-1,1,0,-1,1,1,X,X-O-OX-OX
1728,1,0,-1,0,-1,1,0,1,-1,6,X,X-O-OX-XO
1729,1,0,-1,0,-1,1,1,0,-1,3,X,X-O-OXX-O
1730,1,0,-1,0,-1,1,1,-1,0,3,X,X-O-OXXO-
1731,1,0,-1,0,1,0,-1,1,-1,1,X,X-O-X-OXO
1732,1,0,-1,0,1,0,1,-1,-1,3,X,X-O-X-XOO
1733,1,0,-1,0,1,-1,-1,1,0,1,X,X-O-XOOX-
1734,1,0,-1,0,1,-1,1,-1,0,3,X,X-O-XOXO-
1735,1,0,-1,0,1,1,0,-1,-1,3,X,X-O-XX-OO
1736,1,0,-1,0,1,1,-1,0,-1,3,X,X-O-XXO-O
1737,1,0,-1,0,1,1,-1,-1,0,3,X,X-O-XXOO-
1738,1,0,-1,-1,0,0,-1,1,1,4,X,X-OO--OXX
1739,1,0,-1,-1,0,0,1,-1,1,4,X,X-OO--XOX
1740,1,0,-1,-1,0,0,1,1,-1,5,X,X-OO--XXO
1741,1,0,-1,-1,0,-1,0,1,1,4,X,X-OO-O-XX
1742,1,0,-1,-1,0,-1,1,0,1,4,X,X-OO-OX-X
1743,1,0,-1,-1,0,-1,1,1,0,8,X,X-OO-OXX-
1744,1,0,-1,-1,0,1,0,-1,1,4,X,X-OO-X-OX
1745,1,0,-1,-1,0,1,0,1,-1,1,X,X-OO-X-XO
1746,1,0,-1,-1,0,1,-1,0,1,4,X,X-OO-XO-X
1747,1,0,-1,-1,0,1,-1,1,0,4,X,X-OO-XOX-
1748,1,0,-1,-1,0,1,1,0,-1,1,X,X-OO-XX-O
1749,1,0,-1,-1,0,1,1,-1,0,1,X,X-OO-XXO-
1750,1,0,-1,-1,-1,0,0,1,1,6,X,X-OOO--XX
1751,1,0,-1,-1,-1,0,1,0,1,7,X,X-OOO-X-X
1752,1,0,-1,-1,-1,0,1,1,0,8,X,X-OOO-XX-
1753,1,0,-1,-1,-1,1,0,0,1,6,X,X-OOOX--X
1754,1,0,-1,-1,-1,1,0,1,0,6,X,X-OOOX-X-
1755,1,0,-1,-1,-1,1,1,0,0,1,X,X-OOOXX--
1756,1,0,-1,-1,1,0,0,1,-1,1,X,X-OOX--XO
1757,1,0,-1,-1,1,0,-1,1,0,1,X,X-OOX-OX-
1758,1,0,-1,-1,1,0,1,0,-1,5,X,X-OOX-X-O
1759,1,0,-1,-1,1,0,1,-1,0,8,X,X-OOX-XO-
1760,1,0,-1,-1,1,-1,0,1,0,1,X,X-OOXO-X-
1761,1,0,-1,-1,1,-1,1,0,0,8,X,X-OOXOX--
1762,1,0,-1,-1,1,1,0,0,-1,1,X,X-OOXX--O
1763,1,0,-1,-1,1,1,0,-1,0,8,X,X-OOXX-O-
1764,1,0,-1,-1,1,1,-1,0,0,8,X,X-OOXXO--
1765,1,0,-1,1,0,0,-1,-1,1,4,X,X-OX--OOX
1766,1,0,-1,1,0,0,-1,1,-1,1,X,X-OX--OXO
1767,1,0,-1,1,0,-1,0,-1,1,4,X,X-OX-O-OX
1768,1,0,-1,1,0,-1,-1,0,1,4,X,X-OX-OO-X
1769,1,0,-1,1,0,-1,-1,1,0,1,X,X-OX-OOX-
1770,1,0,-1,1,0,1,0,-1,-1,4,X,X-OX-X-OO
1771,1,0,-1,1,0,1,-1,0,-1,4,X,X-OX-XO-O
1772,1,0,-1,1,0,1,-1,-1,0,4,X,X-OX-XOO-
1773,1,0,-1,1,-1,0,0,-1,1,6,X,X-OXO--OX
1774,1,0,-1,1,-1,0,0,1,-1,6,X,X-OXO--XO
1775,1,0,-1,1,-1,-1,0,0,1,6,X,X-OXOO--X
1776,1,0,-1,1,-1,-1,0,1,0,6,X,X-OXOO-X-
1777,1,0,-1,1,-1,1,0,0,-1,6,X,X-OXOX--O
1778,1,0,-1,1,-1,1,0,-1,0,6,X,X-OXOX-O-
1779,1,0,-1,1,1,0,0,-1,-1,5,X,X-OXX--OO
1780,1,0,-1,1,1,0,-1,0,-1,5,X,X-OXX-O-O
1781,1,0,-1,1,1,0,-1,-1,0,5,X,X-OXX-OO-
1782,1,0,-1,1,1,-1,0,-1,0,6,X,X-OXXO-O-
1783,1,0,-1,1,1,-1,-1,0,0,8,X,X-OXXOO--
1784,1,0,1,0,0,-1,-1,-1,1,1,X,X-X--OOOX
1785,1,0,1,0,0,-1,-1,1,-1,1,X,X-X--OOXO
1786,1,0,1,0,0,-1,1,-1,-1,1,X,X-X--OXOO
1787,1,0,1,0,-1,0,-1,-1,1,1,X,X-X-O-OOX
1788,1,0,1,0,-1,0,-1,1,-1,1,X,X-X-O-OXO
1789,1,0,1,0,-1,0,1,-1,-1,1,X,X-X-O-XOO
1790,1,0,1,0,-1,-1,0,-1,1,1,X,X-X-OO-OX
1791,1,0,1,0,-1,-1,0,1,-1,1,X,X-X-OO-XO
1792,1,0,1,0,-1,-1,-1,0,1,1,X,X-X-OOO-X
1793,1,0,1,0,-1,-1,-1,1,0,1,X,X-X-OOOX-
1794,1,0,1,0,-1,-1,1,0,-1,1,X,X-X-OOX-O
1795,1,0,1,0,-1,-1,1,-1,0,1,X,X-X-OOXO-
1796,1,0,1,0,-1,1,0,-1,-1,1,X,X-X-OX-OO
1797,1,0,1,0,-1,1,-1,0,-1,1,X,X-X-OXO-O
1798,1,0,1,0,-1,1,-1,-1,0,1,X,X-X-OXOO-
1799,1,0,1,0,1,-1,0,-1,-1,1,X,X-X-XO-OO
1800,1,0,1,0,1,-1,-1,0,-1,1,X,X-X-XOO-O
1801,1,0,1,0,1,-1,-1,-1,0,1,X,X-X-XOOO-
1802,1,0,1,-1,0,0,-1,-1,1,1,X,X-XO--OOX
1803,1,0,1,-1,0,0,-1,1,-1,1,X,X-XO--OXO
1804,1,0,1,-1,0,0,1,-1,-1,1,X,X-XO--XOO
1805,1,0,1,-1,0,-1,0,-1,1,1,X,X-XO-O-OX
1806,1,0,1,-1,0,-1,0,1,-1,1,X,X-XO-O-XO
1807,1,0,1,-1,0,-1,-1,0,1,1,X,X-XO-OO-X
1808,1,0,1,-1,0,-1,-1,1,0,1,X,X-XO-OOX-
1809,1,0,1,-1,0,-1,1,0,-1,1,X,X-XO-OX-O
1810,1,0,1,-1,0,-1,1,-1,0,1,X,X-XO-OXO-
1811,1,0,1,-1,0,1,0,-1,-1,1,X,X-XO-X-OO
1812,1,0,1,-1,0,1,-1,0,-1,1,X,X-XO-XO-O
1813,1,0,1,-1,0,1,-1,-1,0,1,X,X-XO-XOO-
1814,1,0,1,-1,-1,0,0,-1,1,1,X,X-XOO--OX
1815,1,0,1,-1,-1,0,0,1,-1,1,X,X-XOO--XO
1816,1,0,1,-1,-1,0,-1,0,1,1,X,X-XOO-O-X
1817,1,0,1,-1,-1,0,-1,1,0,1,X,X-XOO-OX-
1818,1,0,1,-1,-1,0,1,0,-1,1,X,X-XOO-X-O
1819,1,0,1,-1,-1,0,1,-1,0,1,X,X-XOO-XO-
1820,1,0,1,-1,-1,1,0,0,-1,1,X,X-XOOX--O
1821,1,0,1,-1,-1,1,0,-1,0,1,X,X-XOOX-O-
1822,1,0,1,-1,-1,1,-1,0,0,1,X,X-XOOXO--
1823,1,0,1,-1,1,0,0,-1,-1,1,X,X-XOX--OO
1824,1,0,1,-1,1,0,-1,0,-1,1,X,X-XOX-O-O
1825,1,0,1,-1,1,0,-1,-1,0,1,X,X-XOX-OO-
1826,1,0,1,-1,1,-1,0,0,-1,1,X,X-XOXO--O
1827,1,0,1,-1,1,-1,0,-1,0,1,X,X-XOXO-O-
1828,1,0,1,-1,1,-1,-1,0,0,1,X,X-XOXOO--
1829,1,0,1,1,0,-1,0,-1,-1,1,X,X-XX-O-OO
1830,1,0,1,1,0,-1,-1,0,-1,1,X,X-XX-OO-O
1831,1,0,1,1,0,-1,-1,-1,0,1,X,X-XX-OOO-
1832,1,0,1,1,-1,0,0,-1,-1,1,X,X-XXO--OO
1833,1,0,1,1,-1,0,-1,0,-1,1,X,X-XXO-O-O
1834,1,0,1,1,-1,0,-1,-1,0,1,X,X-XXO-OO-
1835,1,0,1,1,-1,-1,0,0,-1,1,X,X-XXOO--O
1836,1,0,1,1,-1,-1,0,-1,0,1,X,X-XXOO-O-
1837,1,0,1,1,-1,-1,-1,0,0,1,X,X-XXOOO--
1838,1,-1,0,0,0,-1,-1,1,1,4,X,XO---OOXX
1839,1,-1,0,0,0,-1,1,-1,1,3,X,XO---OXOX
1840,1,-1,0,0,0,-1,1,1,-1,3,X,XO---OXXO
1841,1,-1,0,0,0,1,-1,-1,1,2,X,XO---XOOX
1842,1,-1,0,0,0,1,-1,1,-1,2,X,XO---XOXO
1843,1,-1,0,0,0,1,1,-1,-1,3,X,XO---XXOO
1844,1,-1,0,0,-1,0,-1,1,1,2,X,XO--O-OXX
1845,1,-1,0,0,-1,0,1,1,-1,3,X,XO--O-XXO
1846,1,-1,0,0,-1,-1,0,1,1,6,X,XO--OO-XX
1847,1,-1,0,0,-1,-1,1,0,1,3,X,XO--OOX-X
1848,1,-1,0,0,-1,-1,1,1,0,3,X,XO--OOXX-
1849,1,-1,0,0,-1,1,0,1,-1,2,X,XO--OX-XO
1850,1,-1,0,0,-1,1,-1,0,1,2,X,XO--OXO-X
1851,1,-1,0,0,-1,1,-1,1,0,2,X,XO--OXOX-
1852,1,-1,0,0,-1,1,1,0,-1,3,X,XO--OXX-O
1853,1,-1,0,0,1,0,-1,-1,1,2,X,XO--X-OOX
1854,1,-1,0,0,1,0,-1,1,-1,2,X,XO--X-OXO
1855,1,-1,0,0,1,0,1,-1,-1,2,X,XO--X-XOO
1856,1,-1,0,0,1,-1,0,-1,1,2,X,XO--XO-OX
1857,1,-1,0,0,1,-1,0,1,-1,2,X,XO--XO-XO
1858,1,-1,0,0,1,-1,-1,0,1,2,X,XO--XOO-X
1859,1,-1,0,0,1,-1,-1,1,0,8,X,XO--XOOX-
1860,1,-1,0,0,1,-1,1,0,-1,2,X,XO--XOX-O
1861,1,-1,0,0,1,-1,1,-1,0,2,X,XO--XOXO-
1862,1,-1,0,0,1,1,0,-1,-1,3,X,XO--XX-OO
1863,1,-1,0,0,1,1,-1,0,-1,3,X,XO--XXO-O
1864,1,-1,0,0,1,1,-1,-1,0,3,X,XO--XXOO-
1865,1,-1,0,-1,0,0,-1,1,1,4,X,XO-O--OXX
1866,1,-1,0,-1,0,0,1,-1,1,4,X,XO-O--XOX
1867,1,-1,0,-1,0,0,1,1,-1,2,X,XO-O--XXO
1868,1,-1,0,-1,0,-1,0,1,1,4,X,XO-O-O-XX
1869,1,-1,0,-1,0,-1,1,0,1,4,X,XO-O-OX-X
1870,1,-1,0,-1,0,-1,1,1,0,8,X,XO-O-OXX-
1871,1,-1,0,-1,0,1,0,-1,1,2,X,XO-O-X-OX
1872,1,-1,0,-1,0,1,0,1,-1,2,X,XO-O-X-XO
1873,1,-1,0,-1,0,1,-1,0,1,2,X,XO-O-XO-X
1874,1,-1,0,-1,0,1,-1,1,0,8,X,XO-O-XOX-
1875,1,-1,0,-1,0,1,1,0,-1,2,X,XO-O-XX-O
1876,1,-1,0,-1,0,1,1,-1,0,4,X,XO-O-XXO-
1877,1,-1,0,-1,-1,0,0,1,1,6,X,XO-OO--XX
1878,1,-1,0,-1,-1,0,1,0,1,7,X,XO-OO-X-X
1879,1,-1,0,-1,-1,0,1,1,0,8,X,XO-OO-XX-
1880,1,-1,0,-1,-1,1,0,0,1,2,X,XO-OOX--X
1881,1,-1,0,-1,-1,1,0,1,0,8,X,XO-OOX-X-
1882,1,-1,0,-1,-1,1,1,0,0,7,X,XO-OOXX--
1883,1,-1,0,-1,1,0,0,-1,1,2,X,XO-OX--OX
1884,1,-1,0,-1,1,0,0,1,-1,2,X,XO-OX--XO
1885,1,-1,0,-1,1,0,-1,0,1,2,X,XO-OX-O-X
1886,1,-1,0,-1,1,0,-1,1,0,8,X,XO-OX-OX-
1887,1,-1,0,-1,1,0,1,0,-1,2,X,XO-OX-X-O
1888,1,-1,0,-1,1,0,1,-1,0,2,X,XO-OX-XO-
1889,1,-1,0,-1,1,-1,0,0,1,2,X,XO-OXO--X
1890,1,-1,0,-1,1,-1,0,1,0,8,X,XO-OXO-X-
1891,1,-1,0,-1,1,-1,1,0,0,2,X,XO-OXOX--
1892,1,-1,0,-1,1,1,0,0,-1,2,X,XO-OXX--O
1893,1,-1,0,-1,1,1,0,-1,0,8,X,XO-OXX-O-
1894,1,-1,0,-1,1,1,-1,0,0,8,X,XO-OXXO--
1895,1,-1,0,1,0,0,-1,-1,1,4,X,XO-X--OOX
1896,1,-1,0,1,0,0,-1,1,-1,2,X,XO-X--OXO
1897,1,-1,0,1,0,-1,0,-1,1,4,X,XO-X-O-OX
1898,1,-1,0,1,0,-1,0,1,-1,6,X,XO-X-O-XO
1899,1,-1,0,1,0,-1,-1,0,1,4,X,XO-X-OO-X
1900,1,-1,0,1,0,-1,-1,1,0,2,X,XO-X-OOX-
1901,1,-1,0,1,0,1,0,-1,-1,4,X,XO-X-X-OO
1902,1,-1,0,1,0,1,-1,0,-1,4,X,XO-X-XO-O
1903,1,-1,0,1,0,1,-1,-1,0,4,X,XO-X-XOO-
1904,1,-1,0,1,-1,0,0,1,-1,6,X,XO-XO--XO
1905,1,-1,0,1,-1,0,-1,0,1,2,X,XO-XO-O-X
1906,1,-1,0,1,-1,0,-1,1,0,2,X,XO-XO-OX-
1907,1,-1,0,1,-1,-1,0,0,1,6,X,XO-XOO--X
1908,1,-1,0,1,-1,-1,0,1,0,6,X,XO-XOO-X-
1909,1,-1,0,1,-1,1,0,0,-1,6,X,XO-XOX--O
1910,1,-1,0,1,-1,1,-1,0,0,2,X,XO-XOXO--
1911,1,-1,0,1,1,0,0,-1,-1,5,X,XO-XX--OO
1912,1,-1,0,1,1,0,-1,0,-1,5,X,XO-XX-O-O
1913,1,-1,0,1,1,0,-1,-1,0,5,X,XO-XX-OO-
1914,1,-1,0,1,1,-1,0,0,-1,6,X,XO-XXO--O
1915,1,-1,0,1,1,-1,0,-1,0,6,X,XO-XXO-O-
1916,1,-1,0,1,1,-1,-1,0,0,8,X,XO-XXOO--
1917,1,-1,-1,0,0,0,-1,1,1,4,X,XOO---OXX
1918,1,-1,-1,0,0,0,1,-1,1,3,X,XOO---XOX
1919,1,-1,-1,0,0,0,1,1,-1,3,X,XOO---XXO
1920,1,-1,-1,0,0,-1,0,1,1,4,X,XOO--O-XX
1921,1,-1,-1,0,0,-1,1,0,1,3,X,XOO--OX-X
1922,1,-1,-1,0,0,-1,1,1,0,3,X,XOO--OXX-
1923,1,-1,-1,0,0,1,0,-1,1,4,X,XOO--X-OX
1924,1,-1,-1,0,0,1,0,1,-1,3,X,XOO--X-XO
1925,1,-1,-1,0,0,1,-1,0,1,4,X,XOO--XO-X
1926,1,-1,-1,0,0,1,-1,1,0,4,X,XOO--XOX-
1927,1,-1,-1,0,0,1,1,0,-1,3,X,XOO--XX-O
1928,1,-1,-1,0,0,1,1,-1,0,3,X,XOO--XXO-
1929,1,-1,-1,0,-1,0,0,1,1,6,X,XOO-O--XX
1930,1,-1,-1,0,-1,0,1,0,1,3,X,XOO-O-X-X
1931,1,-1,-1,0,-1,0,1,1,0,3,X,XOO-O-XX-
1932,1,-1,-1,0,-1,1,0,0,1,3,X,XOO-OX--X
1933,1,-1,-1,0,-1,1,0,1,0,6,X,XOO-OX-X-
1934,1,-1,-1,0,-1,1,1,0,0,3,X,XOO-OXX--
1935,1,-1,-1,0,1,0,0,1,-1,5,X,XOO-X--XO
1936,1,-1,-1,0,1,0,-1,1,0,8,X,XOO-X-OX-
1937,1,-1,-1,0,1,0,1,0,-1,3,X,XOO-X-X-O
1938,1,-1,-1,0,1,0,1,-1,0,3,X,XOO-X-XO-
1939,1,-1,-1,0,1,-1,0,1,0,8,X,XOO-XO-X-
1940,1,-1,-1,0,1,-1,1,0,0,3,X,XOO-XOX--
1941,1,-1,-1,0,1,1,0,0,-1,3,X,XOO-XX--O
1942,1,-1,-1,0,1,1,0,-1,0,3,X,XOO-XX-O-
1943,1,-1,-1,0,1,1,-1,0,0,3,X,XOO-XXO--
1944,1,-1,-1,-1,0,0,0,1,1,4,X,XOOO---XX
1945,1,-1,-1,-1,0,0,1,0,1,4,X,XOOO--X-X
1946,1,-1,-1,-1,0,0,1,1,0,8,X,XOOO--XX-
1947,1,-1,-1,-1,0,1,0,0,1,4,X,XOOO-X--X
1948,1,-1,-1,-1,0,1,0,1,0,8,X,XOOO-X-X-
1949,1,-1,-1,-1,0,1,1,0,0,8,X,XOOO-XX--
